"CIK","Company_Name","Symbol","Exchange","CUSIP","AssetType","Sector"
"1047862","CONSOLIDATED EDISON INC","ED","NYSE","209115104","EQUITY","Utilities"
"1601046","Keysight Technologies, Inc.","KEYS","NYSE","49338L103","EQUITY","Industrials"
"932787","STMicroelectronics N.V.","STM","NYSE","861012102","EQUITY","Technology"
"1705696","VICI PROPERTIES INC.","VICI","NYSE","925652109","EQUITY","Real Estate"
"842180","BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","BBVA","NYSE","05946K101","EQUITY","Finance"
"745732","ROSS STORES, INC.","ROST","Nasdaq","778296103","EQUITY","Consumer Discretionary"
"1709048","GLOBALFOUNDRIES Inc.","GFS","Nasdaq","G39387108","EQUITY","Technology"
"820027","AMERIPRISE FINANCIAL INC","AMP","NYSE","03076C106","EQUITY","Finance"
"1300514","LAS VEGAS SANDS CORP","LVS","NYSE","517834107","EQUITY","Consumer Discretionary"
"1260221","TransDigm Group INC","TDG","NYSE","893641100","EQUITY","Industrials"
"1618921","Walgreens Boots Alliance, Inc.","WBA","Nasdaq","931427108","EQUITY","Consumer Staples"
"1783180","CARRIER GLOBAL Corp","CARR","NYSE","14448C104","EQUITY","Industrials"
"878927","OLD DOMINION FREIGHT LINE, INC.","ODFL","Nasdaq","679580100","EQUITY","Industrials"
"868675","TELUS CORP","TU","NYSE","87971M103","EQUITY","Telecommunications"
"1057352","COSTAR GROUP, INC.","CSGP","Nasdaq","22160N109","EQUITY","Consumer Discretionary"
"1703399","Sea Ltd","SE","NYSE","81141R100","EQUITY","Consumer Discretionary"
"1167379","ALCON INC","ALC","NYSE","H01301128","EQUITY","Health Care"
"874716","IDEXX LABORATORIES INC /DE","IDXX","Nasdaq","45168D104","EQUITY","Health Care"
"1097864","ON SEMICONDUCTOR CORP","ON","Nasdaq","682189105","EQUITY","Technology"
"1297996","DIGITAL REALTY TRUST, INC.","DLR","NYSE","253868103","EQUITY","Real Estate"
"10456","BAXTER INTERNATIONAL INC","BAX","NYSE","71813109","EQUITY","Health Care"
"1666700","DuPont de Nemours, Inc.","DD","NYSE","26614N102","EQUITY","Industrials"
"1120193","NASDAQ, INC.","NDAQ","Nasdaq","631103108","EQUITY","Finance"
"1116578","PRUDENTIAL PLC","PUK","NYSE","74435K204","EQUITY","Finance"
"1834584","Coupang, Inc.","CPNG","NYSE","22266T109","EQUITY","Consumer Discretionary"
"36270","M&T BANK CORP","MTB","NYSE","55261F104","EQUITY","Finance"
"1874178","Rivian Automotive, Inc. / DE","RIVN","Nasdaq","76954A103","EQUITY","Consumer Discretionary"
"1335730","MIZUHO FINANCIAL GROUP INC","MFG","NYSE","60687Y109","EQUITY","Finance"
"1781335","Otis Worldwide Corp","OTIS","NYSE","68902V107","EQUITY","Technology"
"79879","PPG INDUSTRIES INC","PPG","NYSE","693506107","EQUITY","Consumer Discretionary"
"1802768","Royalty Pharma plc","RPRX","Nasdaq","G7709Q104","EQUITY","Health Care"
"1024478","ROCKWELL AUTOMATION, INC","ROK","NYSE","773903109","EQUITY","Industrials"
"783325","WEC ENERGY GROUP, INC.","WEC","NYSE","92939U106","EQUITY","Utilities"
"24741","CORNING INC /NY","GLW","NYSE","219350105","EQUITY","Industrials"
"1383650","Cheniere Energy Partners, L.P.","CQP","NYSE","16411Q101","EQUITY","Utilities"
"788784","PUBLIC SERVICE ENTERPRISE GROUP INC","PEG","NYSE","744573106","EQUITY","Utilities"
"1037868","AMETEK INC/","AME","NYSE","31100100","EQUITY","Industrials"
"1001807","PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK","TLK","NYSE","715684106","EQUITY","Telecommunications"
"1671933","Trade Desk, Inc.","TTD","Nasdaq","88339J105","EQUITY","Technology"
"1539838","Diamondback Energy, Inc.","FANG","Nasdaq","25278X109","EQUITY","Energy"
"277135","W.W. GRAINGER, INC.","GWW","NYSE","384802104","EQUITY","Industrials"
"766704","WELLTOWER INC.","WELL","NYSE","95040Q104","EQUITY","Real Estate"
"1037646","METTLER TOLEDO INTERNATIONAL INC/","MTD","NYSE","592688105","EQUITY","Industrials"
"47217","HP INC","HPQ","NYSE","40434L105","EQUITY","Technology"
"312069","BARCLAYS PLC","BCS","NYSE","6.74E+207","EQUITY","Finance"
"1701605","Baker Hughes Co","BKR","Nasdaq","05722G100","EQUITY","Industrials"
"909037","CHEMICAL & MINING CO OF CHILE INC","SQM","NYSE","833635105","EQUITY","Industrials"
"815556","FASTENAL CO","FAST","Nasdaq","311900104","EQUITY","Consumer Discretionary"
"924613","NOKIA CORP","NOK","NYSE","654902204","EQUITY","Technology"
"1489393","LyondellBasell Industries N.V.","LYB","NYSE","N53745100","EQUITY","Industrials"
"1442145","Verisk Analytics, Inc.","VRSK","Nasdaq","92345Y106","EQUITY","Technology"
"1034054","SBA COMMUNICATIONS CORP","SBAC","Nasdaq","78410G104","EQUITY","Real Estate"
"1571996","Dell Technologies Inc.","DELL","NYSE","24703L202","EQUITY","Technology"
"756894","BARRICK GOLD CORP","GOLD","NYSE","67901108","EQUITY","Basic Materials"
"72741","EVERSOURCE ENERGY","ES","NYSE","30040W108","EQUITY","Utilities"
"900075","COPART INC","CPRT","Nasdaq","217204106","EQUITY","Consumer Discretionary"
"1393612","Discover Financial Services","DFS","NYSE","254709108","EQUITY","Finance"
"1561550","Datadog, Inc.","DDOG","Nasdaq","23804L103","EQUITY","Technology"
"1132924","CHUNGHWA TELECOM CO LTD","CHT","NYSE","17133Q502","EQUITY","Telecommunications"
"844150","NatWest Group plc","NWG","NYSE","639057108","EQUITY","Finance"
"849395","CRH PUBLIC LTD CO","CRH","NYSE","12626K203","EQUITY","Industrials"
"1123799","WIPRO LTD","WIT","NYSE","97651M109","EQUITY","Technology"
"1618756","Restaurant Brands International Inc.","QSR","NYSE","76131D103","EQUITY","Consumer Discretionary"
"93751","STATE STREET CORP","STT","NYSE","857477103","EQUITY","Finance"
"1039684","ONEOK INC /NEW/","OKE","NYSE","682680103","EQUITY","Utilities"
"48465","HORMEL FOODS CORP /DE/","HRL","NYSE","440452100","EQUITY","Consumer Staples"
"55067","KELLOGG CO","K","NYSE","487836108","EQUITY","Consumer Staples"
"906107","EQUITY RESIDENTIAL","EQR","NYSE","29476L107","EQUITY","Real Estate"
"1315098","Roblox Corp","RBLX","NYSE","771049103","EQUITY","Technology"
"915912","AVALONBAY COMMUNITIES INC","AVB","NYSE","53484101","EQUITY","Real Estate"
"1097362","SUN LIFE FINANCIAL INC","SLF","NYSE","866796105","EQUITY","Finance"
"882184","HORTON D R INC /DE/","DHI","NYSE","23331A109","EQUITY","Consumer Discretionary"
"1393052","VEEVA SYSTEMS INC","VEEV","NYSE","922475108","EQUITY","Technology"
"51253","INTERNATIONAL FLAVORS & FRAGRANCES INC","IFF","NYSE","459506101","EQUITY","Industrials"
"1434265","GENMAB A/S","GMAB","Nasdaq","372303206","EQUITY","Health Care"
"908937","SIRIUS XM HOLDINGS INC.","SIRI","Nasdaq","82968B103","EQUITY","Consumer Discretionary"
"35527","FIFTH THIRD BANCORP","FITB","Nasdaq","316773100","EQUITY","Finance"
"1410636","American Water Works Company, Inc.","AWK","NYSE","30420103","EQUITY","Utilities"
"1585521","Zoom Video Communications, Inc.","ZM","Nasdaq","98980L101","EQUITY","Technology"
"1178670","ALNYLAM PHARMACEUTICALS, INC.","ALNY","Nasdaq","02043Q107","EQUITY","Health Care"
"858470","Coterra Energy Inc.","CTRA","NYSE","127097103","EQUITY","Energy"
"100493","TYSON FOODS, INC.","TSN","NYSE","902494103","EQUITY","Consumer Staples"
"1521332","Aptiv PLC","APTV","NYSE","G6095L109","EQUITY","Consumer Discretionary"
"1140536","WILLIS TOWERS WATSON PLC","WTW","Nasdaq","nan","EQUITY","Finance"
"1113169","PRICE T ROWE GROUP INC","TROW","Nasdaq","74144T108","EQUITY","Finance"
"749251","GARTNER INC","IT","NYSE","366651107","EQUITY","Consumer Discretionary"
"1289490","Extra Space Storage Inc.","EXR","NYSE","30225T102","EQUITY","Real Estate"
"1456346","FRANCO NEVADA Corp","FNV","NYSE","351858105","EQUITY","Basic Materials"
"40987","GENUINE PARTS CO","GPC","NYSE","372460105","EQUITY","Consumer Discretionary"
"1136869","ZIMMER BIOMET HOLDINGS, INC.","ZBH","NYSE","98956P102","EQUITY","Health Care"
"916365","TRACTOR SUPPLY CO /DE/","TSCO","Nasdaq","892356106","EQUITY","Consumer Discretionary"
"874766","HARTFORD FINANCIAL SERVICES GROUP, INC.","HIG","NYSE","416515104","EQUITY","Finance"
"1811210","Lucid Group, Inc.","LCID","Nasdaq","549498103","EQUITY","Consumer Discretionary"
"1138118","CBRE GROUP, INC.","CBRE","NYSE","12504L109","EQUITY","Finance"
"717826","ERICSSON LM TELEPHONE CO","ERIC","Nasdaq","294821608","EQUITY","Technology"
"106535","WEYERHAEUSER CO","WY","NYSE","962166104","EQUITY","Real Estate"
"1659166","Fortive Corp","FTV","NYSE","34959J108","EQUITY","Industrials"
"720005","RAYMOND JAMES FINANCIAL INC","RJF","NYSE","754730109","EQUITY","Finance"
"1402057","CDW Corp","CDW","Nasdaq","12514G108","EQUITY","Consumer Discretionary"
"827052","EDISON INTERNATIONAL","EIX","NYSE","281020107","EQUITY","Utilities"
"1383312","BROADRIDGE FINANCIAL SOLUTIONS, INC.","BR","NYSE","11133T103","EQUITY","Consumer Discretionary"
"1035443","ALEXANDRIA REAL ESTATE EQUITIES, INC.","ARE","NYSE","15271109","EQUITY","Real Estate"
"1832433","Ferguson plc","FERG","NYSE","G3421J106","EQUITY","Miscellaneous"
"1713683","Zscaler, Inc.","ZS","Nasdaq","98980G102","EQUITY","Technology"
"49196","HUNTINGTON BANCSHARES INC /MD/","HBAN","Nasdaq","446150104","EQUITY","Finance"
"1650107","COCA-COLA EUROPACIFIC PARTNERS plc","CCEP","Nasdaq","G25839104","EQUITY","Consumer Staples"
"1396009","Vulcan Materials CO","VMC","NYSE","929160109","EQUITY","Industrials"
"1439124","BRAZILIAN ELECTRIC POWER CO","EBR","NYSE","15234Q207","EQUITY","Utilities"
"1324404","CF Industries Holdings, Inc.","CF","NYSE","125269100","EQUITY","Industrials"
"74208","UDR, Inc.","UDR","NYSE","902653104","EQUITY","Real Estate"
"936340","DTE ENERGY CO","DTE","NYSE","233331107","EQUITY","Utilities"
"1031296","FIRSTENERGY CORP","FE","NYSE","337932107","EQUITY","Utilities"
"1065088","EBAY INC","EBAY","Nasdaq","278642103","EQUITY","Consumer Discretionary"
"65984","ENTERGY CORP /DE/","ETR","NYSE","29364G103","EQUITY","Utilities"
"27904","DELTA AIR LINES, INC.","DAL","NYSE","247361702","EQUITY","Consumer Discretionary"
"920760","LENNAR CORP /NEW/","LEN","NYSE","526057104","EQUITY","Consumer Discretionary"
"1691493","Nu Holdings Ltd.","NU","NYSE","G6683N103","EQUITY","Finance"
"1179929","MOLINA HEALTHCARE, INC.","MOH","NYSE","60855R100","EQUITY","Health Care"
"946581","TAKE TWO INTERACTIVE SOFTWARE INC","TTWO","Nasdaq","874054109","EQUITY","Technology"
"1697862","ARGENX SE","ARGX","Nasdaq","04016X101","EQUITY","Health Care"
"1067701","UNITED RENTALS, INC.","URI","NYSE","911363109","EQUITY","Consumer Discretionary"
"63754","MCCORMICK & CO INC","MKC","NYSE","579780206","EQUITY","Consumer Staples"
"1687229","Invitation Homes Inc.","INVH","NYSE","46187W107","EQUITY","Finance"
"916076","MARTIN MARIETTA MATERIALS INC","MLM","NYSE","573284106","EQUITY","Industrials"
"1736541","NIO Inc.","NIO","NYSE","62914V106","EQUITY","Consumer Discretionary"
"1176948","Ares Management Corp","ARES","NYSE","03990B101","EQUITY","Finance"
"1444406","ECOPETROL S.A.","EC","NYSE","279158109","EQUITY","Energy"
"1002910","AMEREN CORP","AEE","NYSE","23608102","EQUITY","Utilities"
"1126328","PRINCIPAL FINANCIAL GROUP INC","PFG","Nasdaq","74251V102","EQUITY","Finance"
"92380","SOUTHWEST AIRLINES CO","LUV","NYSE","844741108","EQUITY","Consumer Discretionary"
"1243429","ArcelorMittal","MT","NYSE","03938L203","EQUITY","Industrials"
"733099","ROGERS COMMUNICATIONS INC","RCI","NYSE","775109200","EQUITY","Telecommunications"
"1511737","Ubiquiti Inc.","UI","NYSE","90353W103","EQUITY","Technology"
"1791706","Li Auto Inc.","LI","Nasdaq","50202M102","EQUITY","Consumer Discretionary"
"2809","AGNICO EAGLE MINES LTD","AEM","NYSE","8474108","EQUITY","Basic Materials"
"1403568","Ulta Beauty, Inc.","ULTA","Nasdaq","90384S303","EQUITY","Consumer Discretionary"
"1014473","VERISIGN INC/CA","VRSN","Nasdaq","9.23E+106","EQUITY","Technology"
"1590955","Paycom Software, Inc.","PAYC","NYSE","70432V102","EQUITY","Technology"
"1050915","QUANTA SERVICES, INC.","PWR","NYSE","7.48E+106","EQUITY","Industrials"
"1281761","REGIONS FINANCIAL CORP","RF","NYSE","7591EP100","EQUITY","Finance"
"11544","BERKLEY W R CORP","WRB","NYSE","84423102","EQUITY","Finance"
"922224","PPL Corp","PPL","NYSE","69351T106","EQUITY","Utilities"
"920148","LABORATORY CORP OF AMERICA HOLDINGS","LH","NYSE","50540R409","EQUITY","Health Care"
"721371","CARDINAL HEALTH INC","CAH","NYSE","14149Y108","EQUITY","Health Care"
"1397911","LPL Financial Holdings Inc.","LPLA","Nasdaq","50212V100","EQUITY","Finance"
"1352010","EPAM Systems, Inc.","EPAM","NYSE","29414B104","EQUITY","Technology"
"1673358","Yum China Holdings, Inc.","YUMC","NYSE","98850P109","EQUITY","Consumer Discretionary"
"1699150","Ingersoll Rand Inc.","IR","NYSE","45687V106","EQUITY","Industrials"
"759944","CITIZENS FINANCIAL GROUP INC/RI","CFG","NYSE","174610105","EQUITY","Finance"
"1013462","ANSYS INC","ANSS","Nasdaq","03662Q105","EQUITY","Technology"
"814052","TELEFONICA S A","TEF","NYSE","879382208","EQUITY","Telecommunications"
"33185","EQUIFAX INC","EFX","NYSE","294429105","EQUITY","Finance"
"1533232","Brookfield Renewable Partners L.P.","BEP","NYSE","G16258108","EQUITY","Utilities"
"1061574","CGI INC","GIB","NYSE","12532H104","EQUITY","Consumer Discretionary"
"1677250","ZTO Express (Cayman) Inc.","ZTO","NYSE","98980A105","EQUITY","Industrials"
"886986","TECK RESOURCES LTD","TECK","NYSE","878742204","EQUITY","Industrials"
"1651308","BeiGene, Ltd.","BGNE","Nasdaq","07725L102","EQUITY","Health Care"
"84839","ROLLINS INC","ROL","NYSE","775711104","EQUITY","Finance"
"1285785","MOSAIC CO","MOS","NYSE","61945C103","EQUITY","Industrials"
"1335258","Live Nation Entertainment, Inc.","LYV","NYSE","538034109","EQUITY","Consumer Discretionary"
"1159508","DEUTSCHE BANK AKTIENGESELLSCHAFT","DB","NYSE","D18190898","EQUITY","Finance"
"46619","HEICO CORP","HEI","NYSE","422806109","EQUITY","Industrials"
"105770","WEST PHARMACEUTICAL SERVICES INC","WST","NYSE","955306105","EQUITY","Health Care"
"1546066","PEMBINA PIPELINE CORP","PBA","NYSE","706327103","EQUITY","Energy"
"313927","CHURCH & DWIGHT CO INC /DE/","CHD","NYSE","171340102","EQUITY","Consumer Discretionary"
"1794515","ZoomInfo Technologies Inc.","ZI","Nasdaq","98980F104","EQUITY","Technology"
"1666175","Fortis Inc.","FTS","NYSE","349553107","EQUITY","Utilities"
"1041792","ENERGY CO OF PARANA","ELP","NYSE","20441B605","EQUITY","Utilities"
"728535","HUNT J B TRANSPORT SERVICES INC","JBHT","Nasdaq","445658107","EQUITY","Industrials"
"1477333","Cloudflare, Inc.","NET","NYSE","18915M107","EQUITY","Technology"
"947484","ARCH CAPITAL GROUP LTD.","ACGL","Nasdaq","G0450A105","EQUITY","Finance"
"912595","MID AMERICA APARTMENT COMMUNITIES INC.","MAA","NYSE","59522J103","EQUITY","Real Estate"
"1190723","TENARIS SA","TS","NYSE","88031M109","EQUITY","Industrials"
"29905","DOVER Corp","DOV","NYSE","260003108","EQUITY","Industrials"
"1792789","DoorDash, Inc.","DASH","NYSE","25809K105","EQUITY","Consumer Discretionary"
"813762","ICAHN ENTERPRISES L.P.","IEP","Nasdaq","451100101","EQUITY","Consumer Discretionary"
"1679788","Coinbase Global, Inc.","COIN","Nasdaq","19260Q107","EQUITY","Finance"
"79282","BROWN & BROWN, INC.","BRO","NYSE","115236101","EQUITY","Finance"
"1645590","Hewlett Packard Enterprise Co","HPE","NYSE","42824C109","EQUITY","Technology"
"1748790","Amcor plc","AMCR","NYSE","G0250X107","EQUITY","Consumer Discretionary"
"1130310","CENTERPOINT ENERGY INC","CNP","NYSE","15189T107","EQUITY","Utilities"
"1524472","Xylem Inc.","XYL","NYSE","98419M100","EQUITY","Industrials"
"73124","NORTHERN TRUST CORP","NTRS","Nasdaq","665859104","EQUITY","Finance"
"1639920","Spotify Technology S.A.","SPOT","NYSE","L8681T102","EQUITY","Consumer Discretionary"
"1000697","WATERS CORP /DE/","WAT","NYSE","941848103","EQUITY","Industrials"
"1022671","STEEL DYNAMICS INC","STLD","Nasdaq","858119100","EQUITY","Industrials"
"1070304","ORIX CORP","IX","NYSE","686330101","EQUITY","Finance"
"1321655","Palantir Technologies Inc.","PLTR","NYSE","69608A108","EQUITY","Technology"
"1094285","TELEDYNE TECHNOLOGIES INC","TDY","NYSE","879360105","EQUITY","Industrials"
"21076","CLOROX CO /DE/","CLX","NYSE","189054109","EQUITY","Consumer Discretionary"
"1757898","STERIS plc","STE","NYSE","G8473T100","EQUITY","Health Care"
"1048477","BIOMARIN PHARMACEUTICAL INC","BMRN","Nasdaq","09061G101","EQUITY","Health Care"
"23217","CONAGRA BRANDS INC.","CAG","NYSE","205887102","EQUITY","Consumer Staples"
"1811074","Texas Pacific Land Corp","TPL","NYSE","88262P102","EQUITY","Energy"
"940944","DARDEN RESTAURANTS INC","DRI","NYSE","237194105","EQUITY","Consumer Discretionary"
"91576","KEYCORP /NEW/","KEY","NYSE","493267108","EQUITY","Finance"
"874761","AES CORP","AES","NYSE","00130H105","EQUITY","Utilities"
"1897982","Aspen Technology, Inc.","AZPN","Nasdaq","45327103","EQUITY","Technology"
"20286","CINCINNATI FINANCIAL CORP","CINF","Nasdaq","172062101","EQUITY","Finance"
"943452","WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP","WAB","NYSE","929740108","EQUITY","Industrials"
"811156","CMS ENERGY CORP","CMS","NYSE","125896100","EQUITY","Utilities"
"1097149","ALIGN TECHNOLOGY INC","ALGN","Nasdaq","16255101","EQUITY","Health Care"
"1121788","GARMIN LTD","GRMN","NYSE","H2906T109","EQUITY","Industrials"
"1145197","INSULET CORP","PODD","Nasdaq","45784P101","EQUITY","Health Care"
"1096343","MARKEL CORP","MKL","NYSE","570535104","EQUITY","Finance"
"1754301","Fox Corp","FOXA","Nasdaq","35137L105","EQUITY","Industrials"
"879169","INCYTE CORP","INCY","Nasdaq","45337C102","EQUITY","Health Care"
"1324424","Expedia Group, Inc.","EXPE","Nasdaq","30212P303","EQUITY","Consumer Discretionary"
"1766502","Chewy, Inc.","CHWY","NYSE","16679L109","EQUITY","Consumer Discretionary"
"1033767","UNITED MICROELECTRONICS CORP","UMC","NYSE","910873405","EQUITY","Technology"
"832101","IDEX CORP /DE/","IEX","NYSE","45167R104","EQUITY","Industrials"
"859737","HOLOGIC INC","HOLX","Nasdaq","436440101","EQUITY","Health Care"
"1269238","Trip.com Group Ltd","TCOM","Nasdaq","89677Q107","EQUITY","Consumer Discretionary"
"1013237","FACTSET RESEARCH SYSTEMS INC","FDS","NYSE","303075105","EQUITY","Technology"
"1389170","Targa Resources Corp.","TRGP","NYSE","87612G101","EQUITY","Utilities"
"1022079","QUEST DIAGNOSTICS INC","DGX","NYSE","74834L100","EQUITY","Health Care"
"1601712","Synchrony Financial","SYF","NYSE","87165B103","EQUITY","Finance"
"1809587","KE Holdings Inc.","BEKE","NYSE","482497104","EQUITY","Finance"
"1280452","MONOLITHIC POWER SYSTEMS INC","MPWR","Nasdaq","609839105","EQUITY","Technology"
"91419","J M SMUCKER Co","SJM","NYSE","832696405","EQUITY","Consumer Staples"
"746515","EXPEDITORS INTERNATIONAL OF WASHINGTON INC","EXPD","Nasdaq","302130109","EQUITY","Consumer Discretionary"
"16732","CAMPBELL SOUP CO","CPB","NYSE","134429109","EQUITY","Consumer Staples"
"920522","ESSEX PROPERTY TRUST, INC.","ESS","NYSE","297178105","EQUITY","Real Estate"
"1406234","Brookfield Infrastructure Partners L.P.","BIP","NYSE","G16252101","EQUITY","Consumer Discretionary"
"1634997","Avangrid, Inc.","AGR","NYSE","05351W103","EQUITY","Utilities"
"749098","MAGNA INTERNATIONAL INC","MGA","NYSE","559222401","EQUITY","Consumer Discretionary"
"912593","SUN COMMUNITIES INC","SUI","NYSE","866674104","EQUITY","Real Estate"
"790051","CARLISLE COMPANIES INC","CSL","NYSE","142339100","EQUITY","Industrials"
"1038683","RYANAIR HOLDINGS PLC","RYAAY","Nasdaq","783513203","EQUITY","Consumer Discretionary"
"1060955","ICON PLC","ICLR","Nasdaq","G4705A100","EQUITY","Health Care"
"37785","FMC CORP","FMC","NYSE","302491303","EQUITY","Industrials"
"740260","Ventas, Inc.","VTR","NYSE","92276F100","EQUITY","Real Estate"
"52988","JACOBS SOLUTIONS INC.","J","NYSE","469814107","EQUITY","Industrials"
"1323404","Wheaton Precious Metals Corp.","WPM","NYSE","962879102","EQUITY","Basic Materials"
"4281","Howmet Aerospace Inc.","HWM","NYSE","443201108","EQUITY","Industrials"
"1025378","W. P. Carey Inc.","WPC","NYSE","92936U109","EQUITY","Real Estate"
"764478","BEST BUY CO INC","BBY","NYSE","86516101","EQUITY","Consumer Discretionary"
"1506293","PINTEREST, INC.","PINS","NYSE","72352L106","EQUITY","Technology"
"33213","EQT Corp","EQT","NYSE","26884L109","EQUITY","Energy"
"1065696","LKQ CORP","LKQ","Nasdaq","501889208","EQUITY","Consumer Discretionary"
"29989","OMNICOM GROUP INC.","OMC","NYSE","681919106","EQUITY","Consumer Discretionary"
"1015922","CHECK POINT SOFTWARE TECHNOLOGIES LTD","CHKP","Nasdaq","M22465104","EQUITY","Technology"
"1002047","NetApp, Inc.","NTAP","Nasdaq","64110D104","EQUITY","Technology"
